City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Delhi,01-16-2018,Poor,256,,,,,,,,,,,,,,,,,,,
Gurgaon,01-16-2018,Moderate,114,,,,,,,,,,,,,,,,,,,
Hyderabad,01-16-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Jaipur,01-16-2018,Moderate,152,,,,,,,,,,,,,,,,,,,
Kanpur,01-16-2018,Very Poor,331,,,,,,,,,,,,,,,,,,,
Kolkata,01-16-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-16-2018,Very Poor,350,,,,,,,,,,,,,,,,,,,
Ludhiana,01-16-2018,Moderate,172,,,,,,,,,,,,,,,,,,,
Mumbai,01-16-2018,Moderate,169,,,,,,,,,,,,,,,,,,,
Nagpur,01-16-2018,Moderate,109,,,,,,,,,,,,,,,,,,,
Noida,01-16-2018,Poor,214,,,,,,,,,,,,,,,,,,,
Patna,01-16-2018,Very Poor,330,,,,,,,,,,,,,,,,,,,
Pune,01-16-2018,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Siliguri,01-16-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-16-2018,Moderate,117,,,,,,,,,,,,,,,,,,,
Ujjain,01-16-2018,Moderate,163,,,,,,,,,,,,,,,,,,,
Varanasi,01-16-2018,Very Poor,354,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-16-2018,Poor,273,,,,,,,,,,,,,,,,,,,
Agra,01-17-2018,Very Poor,356,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-17-2018,Poor,202,,,,,,,,,,,,,,,,,,,
Ajmer,01-17-2018,Moderate,109,,,,,,,,,,,,,,,,,,,
Asansol,01-17-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-17-2018,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Chennai,01-17-2018,Moderate,161,,,,,,,,,,,,,,,,,,,
Delhi,01-17-2018,Very Poor,347,,,,,,,,,,,,,,,,,,,
Gurgaon,01-17-2018,Poor,263,,,,,,,,,,,,,,,,,,,
Hyderabad,01-17-2018,Moderate,124,,,,,,,,,,,,,,,,,,,
Jaipur,01-17-2018,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Kanpur,01-17-2018,Very Poor,381,,,,,,,,,,,,,,,,,,,
Kolkata,01-17-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-17-2018,Very Poor,358,,,,,,,,,,,,,,,,,,,
Ludhiana,01-17-2018,Poor,256,,,,,,,,,,,,,,,,,,,
Mumbai,01-17-2018,Moderate,136,,,,,,,,,,,,,,,,,,,
Nagpur,01-17-2018,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Noida,01-17-2018,Very Poor,329,,,,,,,,,,,,,,,,,,,
Patna,01-17-2018,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Pune,01-17-2018,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Siliguri,01-17-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-17-2018,Moderate,183,,,,,,,,,,,,,,,,,,,
Ujjain,01-17-2018,Moderate,153,,,,,,,,,,,,,,,,,,,
Varanasi,01-17-2018,Very Poor,385,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-17-2018,Poor,267,,,,,,,,,,,,,,,,,,,
Agra,01-18-2018,Very Poor,386,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-18-2018,Moderate,112,,,,,,,,,,,,,,,,,,,
Ajmer,01-18-2018,Moderate,144,,,,,,,,,,,,,,,,,,,
Asansol,01-18-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-18-2018,Moderate,101,,,,,,,,,,,,,,,,,,,
Chennai,01-18-2018,Moderate,112,,,,,,,,,,,,,,,,,,,
Delhi,01-18-2018,Very Poor,395,,,,,,,,,,,,,,,,,,,
Gurgaon,01-18-2018,Poor,271,,,,,,,,,,,,,,,,,,,
Hyderabad,01-18-2018,Moderate,133,,,,,,,,,,,,,,,,,,,
Jaipur,01-18-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Kanpur,01-18-2018,Very Poor,378,,,,,,,,,,,,,,,,,,,
Kolkata,01-18-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-18-2018,Very Poor,344,,,,,,,,,,,,,,,,,,,
Ludhiana,01-18-2018,Poor,249,,,,,,,,,,,,,,,,,,,
Mumbai,01-18-2018,Moderate,121,,,,,,,,,,,,,,,,,,,
Nagpur,01-18-2018,Satisfactory,100,,,,,,,,,,,,,,,,,,,
Noida,01-18-2018,Very Poor,381,,,,,,,,,,,,,,,,,,,
Patna,01-18-2018,,,,,,,,,,,,,,,,,,,,,
Pune,01-18-2018,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Siliguri,01-18-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-18-2018,Moderate,142,,,,,,,,,,,,,,,,,,,
Ujjain,01-18-2018,Moderate,159,,,,,,,,,,,,,,,,,,,
Varanasi,01-18-2018,Severe,401,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-18-2018,Moderate,177,,,,,,,,,,,,,,,,,,,
Agra,01-19-2018,Very Poor,383,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-19-2018,Moderate,133,,,,,,,,,,,,,,,,,,,
Ajmer,01-19-2018,Moderate,136,,,,,,,,,,,,,,,,,,,
Asansol,01-19-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-19-2018,Moderate,101,,,,,,,,,,,,,,,,,,,
Chennai,01-19-2018,Moderate,146,,,,,,,,,,,,,,,,,,,
Delhi,01-19-2018,Severe,403,,,,,,,,,,,,,,,,,,,
Gurgaon,01-19-2018,Poor,257,,,,,,,,,,,,,,,,,,,
Hyderabad,01-19-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Jaipur,01-19-2018,Moderate,190,,,,,,,,,,,,,,,,,,,
Kanpur,01-19-2018,Very Poor,384,,,,,,,,,,,,,,,,,,,
Kolkata,01-19-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-19-2018,Severe,421,,,,,,,,,,,,,,,,,,,
Ludhiana,01-19-2018,Moderate,119,,,,,,,,,,,,,,,,,,,
Mumbai,01-19-2018,Moderate,131,,,,,,,,,,,,,,,,,,,
Nagpur,01-19-2018,Moderate,111,,,,,,,,,,,,,,,,,,,
Noida,01-19-2018,Severe,409,,,,,,,,,,,,,,,,,,,
Patna,01-19-2018,Very Poor,325,,,,,,,,,,,,,,,,,,,
Pune,01-19-2018,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Siliguri,01-19-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-19-2018,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Ujjain,01-19-2018,Poor,213,,,,,,,,,,,,,,,,,,,
Varanasi,01-19-2018,Very Poor,390,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-19-2018,Moderate,173,,,,,,,,,,,,,,,,,,,
Agra,01-20-2018,Very Poor,352,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-20-2018,,,,,,,,,,,,,,,,,,,,,
Ajmer,01-20-2018,Moderate,118,,,,,,,,,,,,,,,,,,,
Asansol,01-20-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-20-2018,Moderate,106,,,,,,,,,,,,,,,,,,,
Chennai,01-20-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Delhi,01-20-2018,Very Poor,323,,,,,,,,,,,,,,,,,,,
Gurgaon,01-20-2018,Poor,201,,,,,,,,,,,,,,,,,,,
Hyderabad,01-20-2018,Moderate,139,,,,,,,,,,,,,,,,,,,
Jaipur,01-20-2018,Poor,208,,,,,,,,,,,,,,,,,,,
Kanpur,01-20-2018,Very Poor,339,,,,,,,,,,,,,,,,,,,
Kolkata,01-20-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-20-2018,Poor,282,,,,,,,,,,,,,,,,,,,
Ludhiana,01-20-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Mumbai,01-20-2018,Moderate,112,,,,,,,,,,,,,,,,,,,
Nagpur,01-20-2018,Moderate,118,,,,,,,,,,,,,,,,,,,
Noida,01-20-2018,Very Poor,317,,,,,,,,,,,,,,,,,,,
Patna,01-20-2018,Poor,203,,,,,,,,,,,,,,,,,,,
Pune,01-20-2018,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Siliguri,01-20-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-20-2018,Moderate,127,,,,,,,,,,,,,,,,,,,
Ujjain,01-20-2018,Moderate,164,,,,,,,,,,,,,,,,,,,
Varanasi,01-20-2018,Very Poor,341,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-20-2018,Poor,212,,,,,,,,,,,,,,,,,,,
Agra,01-21-2018,Very Poor,339,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-21-2018,Poor,269,,,,,,,,,,,,,,,,,,,
Ajmer,01-21-2018,Moderate,119,,,,,,,,,,,,,,,,,,,
Asansol,01-21-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-21-2018,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Chennai,01-21-2018,Moderate,166,,,,,,,,,,,,,,,,,,,
Delhi,01-21-2018,Poor,274,,,,,,,,,,,,,,,,,,,
Gurgaon,01-21-2018,Poor,230,,,,,,,,,,,,,,,,,,,
Hyderabad,01-21-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Jaipur,01-21-2018,Moderate,176,,,,,,,,,,,,,,,,,,,
Kanpur,01-21-2018,Very Poor,314,,,,,,,,,,,,,,,,,,,
Kolkata,01-21-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-21-2018,Very Poor,352,,,,,,,,,,,,,,,,,,,
Ludhiana,01-21-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Mumbai,01-21-2018,Moderate,137,,,,,,,,,,,,,,,,,,,
Nagpur,01-21-2018,Moderate,132,,,,,,,,,,,,,,,,,,,
Noida,01-21-2018,Poor,287,,,,,,,,,,,,,,,,,,,
Patna,01-21-2018,Poor,291,,,,,,,,,,,,,,,,,,,
Pune,01-21-2018,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Siliguri,01-21-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-21-2018,Poor,209,,,,,,,,,,,,,,,,,,,
Ujjain,01-21-2018,Moderate,166,,,,,,,,,,,,,,,,,,,
Varanasi,01-21-2018,Poor,289,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-21-2018,Poor,203,,,,,,,,,,,,,,,,,,,
Agra,01-22-2018,Very Poor,351,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-22-2018,Moderate,180,,,,,,,,,,,,,,,,,,,
Ajmer,01-22-2018,Moderate,127,,,,,,,,,,,,,,,,,,,
Asansol,01-22-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-22-2018,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Chennai,01-22-2018,Moderate,151,,,,,,,,,,,,,,,,,,,
Delhi,01-22-2018,Very Poor,342,,,,,,,,,,,,,,,,,,,
Gurgaon,01-22-2018,Poor,262,,,,,,,,,,,,,,,,,,,
Hyderabad,01-22-2018,Moderate,150,,,,,,,,,,,,,,,,,,,
Jaipur,01-22-2018,Moderate,163,,,,,,,,,,,,,,,,,,,
Kanpur,01-22-2018,Very Poor,327,,,,,,,,,,,,,,,,,,,
Kolkata,01-22-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-22-2018,Very Poor,386,,,,,,,,,,,,,,,,,,,
Ludhiana,01-22-2018,Poor,205,,,,,,,,,,,,,,,,,,,
Mumbai,01-22-2018,Moderate,136,,,,,,,,,,,,,,,,,,,
Nagpur,01-22-2018,Moderate,163,,,,,,,,,,,,,,,,,,,
Noida,01-22-2018,Very Poor,314,,,,,,,,,,,,,,,,,,,
Patna,01-22-2018,Very Poor,357,,,,,,,,,,,,,,,,,,,
Pune,01-22-2018,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Siliguri,01-22-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-22-2018,Moderate,180,,,,,,,,,,,,,,,,,,,
Ujjain,01-22-2018,Moderate,196,,,,,,,,,,,,,,,,,,,
Varanasi,01-22-2018,Very Poor,316,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-22-2018,Poor,201,,,,,,,,,,,,,,,,,,,
Agra,01-23-2018,Very Poor,333,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-23-2018,Moderate,115,,,,,,,,,,,,,,,,,,,
Ajmer,01-23-2018,Moderate,119,,,,,,,,,,,,,,,,,,,
Asansol,01-23-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-23-2018,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Chennai,01-23-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Delhi,01-23-2018,Very Poor,312,,,,,,,,,,,,,,,,,,,
Gurgaon,01-23-2018,Poor,266,,,,,,,,,,,,,,,,,,,
Hyderabad,01-23-2018,Moderate,120,,,,,,,,,,,,,,,,,,,
Jaipur,01-23-2018,Moderate,148,,,,,,,,,,,,,,,,,,,
Kanpur,01-23-2018,Very Poor,361,,,,,,,,,,,,,,,,,,,
Kolkata,01-23-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-23-2018,Severe,419,,,,,,,,,,,,,,,,,,,
Ludhiana,01-23-2018,Poor,251,,,,,,,,,,,,,,,,,,,
Mumbai,01-23-2018,Moderate,133,,,,,,,,,,,,,,,,,,,
Nagpur,01-23-2018,Moderate,154,,,,,,,,,,,,,,,,,,,
Noida,01-23-2018,Very Poor,303,,,,,,,,,,,,,,,,,,,
Patna,01-23-2018,Very Poor,366,,,,,,,,,,,,,,,,,,,
Pune,01-23-2018,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Siliguri,01-23-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-23-2018,Moderate,179,,,,,,,,,,,,,,,,,,,
Ujjain,01-23-2018,Moderate,157,,,,,,,,,,,,,,,,,,,
Varanasi,01-23-2018,Poor,257,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-23-2018,Poor,213,,,,,,,,,,,,,,,,,,,
Agra,01-24-2018,Very Poor,327,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-24-2018,Poor,205,,,,,,,,,,,,,,,,,,,
Ajmer,01-24-2018,Moderate,170,,,,,,,,,,,,,,,,,,,
Asansol,01-24-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-24-2018,Moderate,101,,,,,,,,,,,,,,,,,,,
Chennai,01-24-2018,Moderate,130,,,,,,,,,,,,,,,,,,,
Delhi,01-24-2018,Poor,265,,,,,,,,,,,,,,,,,,,
Gurgaon,01-24-2018,Poor,252,,,,,,,,,,,,,,,,,,,
Hyderabad,01-24-2018,Moderate,124,,,,,,,,,,,,,,,,,,,
Jaipur,01-24-2018,Moderate,197,,,,,,,,,,,,,,,,,,,
Kanpur,01-24-2018,Poor,265,,,,,,,,,,,,,,,,,,,
Kolkata,01-24-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-24-2018,Very Poor,320,,,,,,,,,,,,,,,,,,,
Ludhiana,01-24-2018,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Mumbai,01-24-2018,Moderate,109,,,,,,,,,,,,,,,,,,,
Nagpur,01-24-2018,Moderate,130,,,,,,,,,,,,,,,,,,,
Noida,01-24-2018,Poor,242,,,,,,,,,,,,,,,,,,,
Patna,01-24-2018,Very Poor,359,,,,,,,,,,,,,,,,,,,
Pune,01-24-2018,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Siliguri,01-24-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-24-2018,Moderate,167,,,,,,,,,,,,,,,,,,,
Ujjain,01-24-2018,Moderate,170,,,,,,,,,,,,,,,,,,,
Varanasi,01-24-2018,Moderate,115,,,,,,,,,,,,,,,,,,,
Agra,01-25-2018,Very Poor,336,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-25-2018,Poor,259,,,,,,,,,,,,,,,,,,,
Ajmer,01-25-2018,Moderate,136,,,,,,,,,,,,,,,,,,,
Asansol,01-25-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-25-2018,Satisfactory,97,,,,,,,,,,,,,,,,,,,
Chennai,01-25-2018,Moderate,176,,,,,,,,,,,,,,,,,,,
Delhi,01-25-2018,Poor,257,,,,,,,,,,,,,,,,,,,
Gurgaon,01-25-2018,Moderate,155,,,,,,,,,,,,,,,,,,,
Hyderabad,01-25-2018,Moderate,144,,,,,,,,,,,,,,,,,,,
Jaipur,01-25-2018,Moderate,139,,,,,,,,,,,,,,,,,,,
Kanpur,01-25-2018,Very Poor,335,,,,,,,,,,,,,,,,,,,
Kolkata,01-25-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-25-2018,Very Poor,319,,,,,,,,,,,,,,,,,,,
Ludhiana,01-25-2018,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Mumbai,01-25-2018,Moderate,147,,,,,,,,,,,,,,,,,,,
Nagpur,01-25-2018,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Noida,01-25-2018,Very Poor,340,,,,,,,,,,,,,,,,,,,
Patna,01-25-2018,Poor,261,,,,,,,,,,,,,,,,,,,
Pune,01-25-2018,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Siliguri,01-25-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-25-2018,Moderate,130,,,,,,,,,,,,,,,,,,,
Ujjain,01-25-2018,Poor,227,,,,,,,,,,,,,,,,,,,
Varanasi,01-25-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-25-2018,,,,,,,,,,,,,,,,,,,,,
Agra,01-26-2018,Very Poor,379,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-26-2018,Poor,232,,,,,,,,,,,,,,,,,,,
Ajmer,01-26-2018,Moderate,150,,,,,,,,,,,,,,,,,,,
Asansol,01-26-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-26-2018,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Chennai,01-26-2018,Moderate,157,,,,,,,,,,,,,,,,,,,
Delhi,01-26-2018,Poor,255,,,,,,,,,,,,,,,,,,,
Gurgaon,01-26-2018,Poor,201,,,,,,,,,,,,,,,,,,,
Hyderabad,01-26-2018,Moderate,147,,,,,,,,,,,,,,,,,,,
Jaipur,01-26-2018,Moderate,196,,,,,,,,,,,,,,,,,,,
Kanpur,01-26-2018,Very Poor,378,,,,,,,,,,,,,,,,,,,
Kolkata,01-26-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-26-2018,Very Poor,333,,,,,,,,,,,,,,,,,,,
Ludhiana,01-26-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Mumbai,01-26-2018,Moderate,183,,,,,,,,,,,,,,,,,,,
Nagpur,01-26-2018,Moderate,110,,,,,,,,,,,,,,,,,,,
Noida,01-26-2018,Very Poor,360,,,,,,,,,,,,,,,,,,,
Patna,01-26-2018,Poor,234,,,,,,,,,,,,,,,,,,,
Pune,01-26-2018,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Siliguri,01-26-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-26-2018,Moderate,103,,,,,,,,,,,,,,,,,,,
Ujjain,01-26-2018,Poor,224,,,,,,,,,,,,,,,,,,,
Varanasi,01-26-2018,Moderate,145,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-26-2018,,,,,,,,,,,,,,,,,,,,,
Agra,01-27-2018,Very Poor,353,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-27-2018,Poor,227,,,,,,,,,,,,,,,,,,,
Ajmer,01-27-2018,Moderate,133,,,,,,,,,,,,,,,,,,,
Asansol,01-27-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-27-2018,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Chennai,01-27-2018,Moderate,163,,,,,,,,,,,,,,,,,,,
Delhi,01-27-2018,Poor,285,,,,,,,,,,,,,,,,,,,
Gurgaon,01-27-2018,Poor,260,,,,,,,,,,,,,,,,,,,
Hyderabad,01-27-2018,Poor,219,,,,,,,,,,,,,,,,,,,
Jaipur,01-27-2018,Moderate,157,,,,,,,,,,,,,,,,,,,
Kanpur,01-27-2018,Very Poor,361,,,,,,,,,,,,,,,,,,,
Kolkata,01-27-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-27-2018,Very Poor,339,,,,,,,,,,,,,,,,,,,
Ludhiana,01-27-2018,Moderate,113,,,,,,,,,,,,,,,,,,,
Mumbai,01-27-2018,Satisfactory,93,,,,,,,,,,,,,,,,,,,
Nagpur,01-27-2018,Moderate,114,,,,,,,,,,,,,,,,,,,
Noida,01-27-2018,Poor,287,,,,,,,,,,,,,,,,,,,
Patna,01-27-2018,Poor,217,,,,,,,,,,,,,,,,,,,
Pune,01-27-2018,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Siliguri,01-27-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-27-2018,Moderate,107,,,,,,,,,,,,,,,,,,,
Ujjain,01-27-2018,Poor,216,,,,,,,,,,,,,,,,,,,
Varanasi,01-27-2018,Moderate,124,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-27-2018,,,,,,,,,,,,,,,,,,,,,
Agra,01-28-2018,Very Poor,392,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-28-2018,Moderate,180,,,,,,,,,,,,,,,,,,,
Ajmer,01-28-2018,Moderate,132,,,,,,,,,,,,,,,,,,,
Asansol,01-28-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-28-2018,Moderate,108,,,,,,,,,,,,,,,,,,,
Chennai,01-28-2018,,,,,,,,,,,,,,,,,,,,,
Delhi,01-28-2018,Very Poor,301,,,,,,,,,,,,,,,,,,,
Gurgaon,01-28-2018,Poor,245,,,,,,,,,,,,,,,,,,,
Hyderabad,01-28-2018,Moderate,137,,,,,,,,,,,,,,,,,,,
Jaipur,01-28-2018,Moderate,167,,,,,,,,,,,,,,,,,,,
Kanpur,01-28-2018,Very Poor,384,,,,,,,,,,,,,,,,,,,
Kolkata,01-28-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-28-2018,Very Poor,359,,,,,,,,,,,,,,,,,,,
Ludhiana,01-28-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Mumbai,01-28-2018,Moderate,109,,,,,,,,,,,,,,,,,,,
Nagpur,01-28-2018,Moderate,150,,,,,,,,,,,,,,,,,,,
Noida,01-28-2018,Poor,280,,,,,,,,,,,,,,,,,,,
Patna,01-28-2018,Very Poor,393,,,,,,,,,,,,,,,,,,,
Pune,01-28-2018,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Siliguri,01-28-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-28-2018,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Ujjain,01-28-2018,Poor,219,,,,,,,,,,,,,,,,,,,
Varanasi,01-28-2018,Moderate,197,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-28-2018,Moderate,172,,,,,,,,,,,,,,,,,,,
Agra,01-29-2018,Severe,410,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-29-2018,Poor,239,,,,,,,,,,,,,,,,,,,
Ajmer,01-29-2018,Moderate,127,,,,,,,,,,,,,,,,,,,
Asansol,01-29-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-29-2018,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Chennai,01-29-2018,Moderate,143,,,,,,,,,,,,,,,,,,,
Delhi,01-29-2018,Very Poor,307,,,,,,,,,,,,,,,,,,,
Gurgaon,01-29-2018,Very Poor,303,,,,,,,,,,,,,,,,,,,
Hyderabad,01-29-2018,Moderate,142,,,,,,,,,,,,,,,,,,,
Jaipur,01-29-2018,Moderate,180,,,,,,,,,,,,,,,,,,,
Kanpur,01-29-2018,Very Poor,391,,,,,,,,,,,,,,,,,,,
Kolkata,01-29-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-29-2018,Very Poor,373,,,,,,,,,,,,,,,,,,,
Ludhiana,01-29-2018,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Mumbai,01-29-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,01-29-2018,Moderate,138,,,,,,,,,,,,,,,,,,,
Noida,01-29-2018,Poor,284,,,,,,,,,,,,,,,,,,,
Patna,01-29-2018,,,,,,,,,,,,,,,,,,,,,
Pune,01-29-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Siliguri,01-29-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-29-2018,Moderate,126,,,,,,,,,,,,,,,,,,,
Ujjain,01-29-2018,Poor,243,,,,,,,,,,,,,,,,,,,
Varanasi,01-29-2018,Poor,280,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-29-2018,Moderate,171,,,,,,,,,,,,,,,,,,,
Agra,01-30-2018,Poor,266,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-30-2018,Poor,241,,,,,,,,,,,,,,,,,,,
Ajmer,01-30-2018,Moderate,134,,,,,,,,,,,,,,,,,,,
Asansol,01-30-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-30-2018,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Chennai,01-30-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Delhi,01-30-2018,Poor,277,,,,,,,,,,,,,,,,,,,
Gurgaon,01-30-2018,Poor,238,,,,,,,,,,,,,,,,,,,
Hyderabad,01-30-2018,Moderate,138,,,,,,,,,,,,,,,,,,,
Jaipur,01-30-2018,Poor,214,,,,,,,,,,,,,,,,,,,
Kanpur,01-30-2018,Very Poor,329,,,,,,,,,,,,,,,,,,,
Kolkata,01-30-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,01-30-2018,Very Poor,320,,,,,,,,,,,,,,,,,,,
Ludhiana,01-30-2018,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Mumbai,01-30-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,01-30-2018,Moderate,148,,,,,,,,,,,,,,,,,,,
Noida,01-30-2018,Poor,204,,,,,,,,,,,,,,,,,,,
Patna,01-30-2018,Very Poor,341,,,,,,,,,,,,,,,,,,,
Pune,01-30-2018,Moderate,101,,,,,,,,,,,,,,,,,,,
Siliguri,01-30-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,01-30-2018,Moderate,117,,,,,,,,,,,,,,,,,,,
Ujjain,01-30-2018,Poor,259,,,,,,,,,,,,,,,,,,,
Varanasi,01-30-2018,Moderate,171,,,,,,,,,,,,,,,,,,,
Visakhapatnam,01-30-2018,Poor,222,,,,,,,,,,,,,,,,,,,
Agra,01-31-2018,Moderate,194,,,,,,,,,,,,,,,,,,,
Ahmedabad,01-31-2018,Poor,246,,,,,,,,,,,,,,,,,,,
Ajmer,01-31-2018,Moderate,114,,,,,,,,,,,,,,,,,,,
Asansol,01-31-2018,,,,,,,,,,,,,,,,,,,,,
Bengaluru,01-31-2018,Moderate,100,,,,,,,,,,,,,,,,,,,
Chennai,01-31-2018,Moderate,145,,,,,,,,,,,,,,,,,,,
Delhi,01-31-2018,Poor,244,,,,,,,,,,,,,,,,,,,
Gurgaon,01-31-2018,Poor,241,,,,,,,,,,,,,,,,,,,
Hyderabad,01-31-2018,Moderate,131,,,,,,,,,,,,,,,,,,,
