City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Kolkata,11-04-2020,Poor,248,,,,,,,,,,,,,,,,,,,
Lucknow,11-04-2020,Very Poor,317,,,,,,,,,,,,,,,,,,,
Ludhiana,11-04-2020,Poor,280,,,,,,,,,,,,,,,,,,,
Mumbai,11-04-2020,Moderate,160,,,,,,,,,,,,,,,,,,,
Nagpur,11-04-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-04-2020,Very Poor,345,,,,,,,,,,,,,,,,,,,
Patna,11-04-2020,Poor,212,,,,,,,,,,,,,,,,,,,
Pune,11-04-2020,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Siliguri,11-04-2020,Very Poor,316,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-04-2020,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Ujjain,11-04-2020,Moderate,186,,,,,,,,,,,,,,,,,,,
Varanasi,11-04-2020,Poor,241,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-04-2020,Moderate,102,,,,,,,,,,,,,,,,,,,
Agra,11-05-2020,Very Poor,373,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-05-2020,,,,,,,,,,,,,,,,,,,,,
Ajmer,11-05-2020,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Asanol,11-05-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-05-2020,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Chennai,11-05-2020,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Delhi,11-05-2020,Severe,450,,,,,,,,,,,,,,,,,,,
Gurugram,11-05-2020,Severe,443,,,,,,,,,,,,,,,,,,,
Hyderabad,11-05-2020,Moderate,150,,,,,,,,,,,,,,,,,,,
Jaipur,11-05-2020,Poor,236,,,,,,,,,,,,,,,,,,,
Kanpur,11-05-2020,Very Poor,356,,,,,,,,,,,,,,,,,,,
Kolkata,11-05-2020,Poor,243,,,,,,,,,,,,,,,,,,,
Lucknow,11-05-2020,Very Poor,349,,,,,,,,,,,,,,,,,,,
Ludhiana,11-05-2020,Poor,247,,,,,,,,,,,,,,,,,,,
Mumbai,11-05-2020,Moderate,163,,,,,,,,,,,,,,,,,,,
Nagpur,11-05-2020,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Noida,11-05-2020,Severe,450,,,,,,,,,,,,,,,,,,,
Patna,11-05-2020,Moderate,184,,,,,,,,,,,,,,,,,,,
Pune,11-05-2020,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Siliguri,11-05-2020,Very Poor,323,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-05-2020,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Ujjain,11-05-2020,Poor,235,,,,,,,,,,,,,,,,,,,
Varanasi,11-05-2020,Poor,251,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-05-2020,Moderate,157,,,,,,,,,,,,,,,,,,,
Agra,11-06-2020,Very Poor,399,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-06-2020,Poor,213,,,,,,,,,,,,,,,,,,,
Ajmer,11-06-2020,Moderate,150,,,,,,,,,,,,,,,,,,,
Asanol,11-06-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-06-2020,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Chennai,11-06-2020,Good,48,,,,,,,,,,,,,,,,,,,
Delhi,11-06-2020,Severe,406,,,,,,,,,,,,,,,,,,,
Gurugram,11-06-2020,Very Poor,392,,,,,,,,,,,,,,,,,,,
Hyderabad,11-06-2020,Moderate,141,,,,,,,,,,,,,,,,,,,
Jaipur,11-06-2020,Moderate,165,,,,,,,,,,,,,,,,,,,
Kanpur,11-06-2020,Severe,441,,,,,,,,,,,,,,,,,,,
Kolkata,11-06-2020,Poor,238,,,,,,,,,,,,,,,,,,,
Lucknow,11-06-2020,Severe,447,,,,,,,,,,,,,,,,,,,
Ludhiana,11-06-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Mumbai,11-06-2020,Moderate,128,,,,,,,,,,,,,,,,,,,
Nagpur,11-06-2020,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Noida,11-06-2020,Severe,406,,,,,,,,,,,,,,,,,,,
Patna,11-06-2020,Poor,231,,,,,,,,,,,,,,,,,,,
Pune,11-06-2020,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Siliguri,11-06-2020,Very Poor,313,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-06-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ujjain,11-06-2020,Poor,275,,,,,,,,,,,,,,,,,,,
Varanasi,11-06-2020,Very Poor,317,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-06-2020,Moderate,158,,,,,,,,,,,,,,,,,,,
Agra,11-07-2020,Severe,417,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-07-2020,Moderate,134,,,,,,,,,,,,,,,,,,,
Ajmer,11-07-2020,Moderate,111,,,,,,,,,,,,,,,,,,,
Asanol,11-07-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-07-2020,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Chennai,11-07-2020,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Delhi,11-07-2020,Severe,427,,,,,,,,,,,,,,,,,,,
Gurugram,11-07-2020,Severe,439,,,,,,,,,,,,,,,,,,,
Hyderabad,11-07-2020,Moderate,161,,,,,,,,,,,,,,,,,,,
Jaipur,11-07-2020,Poor,230,,,,,,,,,,,,,,,,,,,
Kanpur,11-07-2020,Severe,412,,,,,,,,,,,,,,,,,,,
Kolkata,11-07-2020,Poor,221,,,,,,,,,,,,,,,,,,,
Lucknow,11-07-2020,Very Poor,395,,,,,,,,,,,,,,,,,,,
Ludhiana,11-07-2020,Moderate,195,,,,,,,,,,,,,,,,,,,
Mumbai,11-07-2020,Moderate,130,,,,,,,,,,,,,,,,,,,
Nagpur,11-07-2020,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Noida,11-07-2020,Severe,426,,,,,,,,,,,,,,,,,,,
Patna,11-07-2020,Poor,244,,,,,,,,,,,,,,,,,,,
Pune,11-07-2020,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Siliguri,11-07-2020,Poor,235,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-07-2020,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ujjain,11-07-2020,Poor,261,,,,,,,,,,,,,,,,,,,
Varanasi,11-07-2020,Poor,300,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-07-2020,Moderate,141,,,,,,,,,,,,,,,,,,,
Agra,11-08-2020,Severe,458,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-08-2020,Moderate,198,,,,,,,,,,,,,,,,,,,
Ajmer,11-08-2020,,,,,,,,,,,,,,,,,,,,,
Asanol,11-08-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-08-2020,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Chennai,11-08-2020,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Delhi,11-08-2020,Severe,416,,,,,,,,,,,,,,,,,,,
Gurugram,11-08-2020,Severe,434,,,,,,,,,,,,,,,,,,,
Hyderabad,11-08-2020,Moderate,143,,,,,,,,,,,,,,,,,,,
Jaipur,11-08-2020,Poor,272,,,,,,,,,,,,,,,,,,,
Kanpur,11-08-2020,Severe,436,,,,,,,,,,,,,,,,,,,
Kolkata,11-08-2020,Poor,248,,,,,,,,,,,,,,,,,,,
Lucknow,11-08-2020,Very Poor,392,,,,,,,,,,,,,,,,,,,
Ludhiana,11-08-2020,Very Poor,310,,,,,,,,,,,,,,,,,,,
Mumbai,11-08-2020,Moderate,142,,,,,,,,,,,,,,,,,,,
Nagpur,11-08-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-08-2020,Severe,428,,,,,,,,,,,,,,,,,,,
Patna,11-08-2020,Poor,285,,,,,,,,,,,,,,,,,,,
Pune,11-08-2020,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Siliguri,11-08-2020,Moderate,188,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-08-2020,Good,46,,,,,,,,,,,,,,,,,,,
Ujjain,11-08-2020,,,,,,,,,,,,,,,,,,,,,
Varanasi,11-08-2020,Very Poor,302,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-08-2020,Moderate,129,,,,,,,,,,,,,,,,,,,
Agra,11-09-2020,Severe,474,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-09-2020,Moderate,198,,,,,,,,,,,,,,,,,,,
Ajmer,11-09-2020,Poor,213,,,,,,,,,,,,,,,,,,,
Asanol,11-09-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-09-2020,Moderate,108,,,,,,,,,,,,,,,,,,,
Chennai,11-09-2020,Moderate,113,,,,,,,,,,,,,,,,,,,
Delhi,11-09-2020,Severe,477,,,,,,,,,,,,,,,,,,,
Gurugram,11-09-2020,Severe,482,,,,,,,,,,,,,,,,,,,
Hyderabad,11-09-2020,Moderate,149,,,,,,,,,,,,,,,,,,,
Jaipur,11-09-2020,Poor,300,,,,,,,,,,,,,,,,,,,
Kanpur,11-09-2020,Severe,403,,,,,,,,,,,,,,,,,,,
Kolkata,11-09-2020,Moderate,158,,,,,,,,,,,,,,,,,,,
Lucknow,11-09-2020,Very Poor,388,,,,,,,,,,,,,,,,,,,
Ludhiana,11-09-2020,Very Poor,323,,,,,,,,,,,,,,,,,,,
Mumbai,11-09-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Nagpur,11-09-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-09-2020,Severe,477,,,,,,,,,,,,,,,,,,,
Patna,11-09-2020,Poor,210,,,,,,,,,,,,,,,,,,,
Pune,11-09-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Siliguri,11-09-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-09-2020,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Ujjain,11-09-2020,Poor,256,,,,,,,,,,,,,,,,,,,
Varanasi,11-09-2020,Very Poor,331,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-09-2020,Moderate,135,,,,,,,,,,,,,,,,,,,
Agra,11-10-2020,Severe,415,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-10-2020,Moderate,175,,,,,,,,,,,,,,,,,,,
Ajmer,11-10-2020,Poor,231,,,,,,,,,,,,,,,,,,,
Asanol,11-10-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-10-2020,Satisfactory,93,,,,,,,,,,,,,,,,,,,
Chennai,11-10-2020,Moderate,116,,,,,,,,,,,,,,,,,,,
Delhi,11-10-2020,Severe,476,,,,,,,,,,,,,,,,,,,
Gurugram,11-10-2020,Severe,427,,,,,,,,,,,,,,,,,,,
Hyderabad,11-10-2020,Moderate,170,,,,,,,,,,,,,,,,,,,
Jaipur,11-10-2020,Very Poor,326,,,,,,,,,,,,,,,,,,,
Kanpur,11-10-2020,Severe,422,,,,,,,,,,,,,,,,,,,
Kolkata,11-10-2020,Moderate,120,,,,,,,,,,,,,,,,,,,
Lucknow,11-10-2020,Very Poor,344,,,,,,,,,,,,,,,,,,,
Ludhiana,11-10-2020,Poor,253,,,,,,,,,,,,,,,,,,,
Mumbai,11-10-2020,Moderate,146,,,,,,,,,,,,,,,,,,,
Nagpur,11-10-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-10-2020,Severe,455,,,,,,,,,,,,,,,,,,,
Patna,11-10-2020,Moderate,198,,,,,,,,,,,,,,,,,,,
Pune,11-10-2020,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Siliguri,11-10-2020,Moderate,120,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-10-2020,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Ujjain,11-10-2020,Poor,257,,,,,,,,,,,,,,,,,,,
Varanasi,11-10-2020,Poor,286,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-10-2020,Moderate,106,,,,,,,,,,,,,,,,,,,
Agra,11-11-2020,Very Poor,330,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-11-2020,Moderate,190,,,,,,,,,,,,,,,,,,,
Ajmer,11-11-2020,Poor,236,,,,,,,,,,,,,,,,,,,
Asanol,11-11-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-11-2020,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Chennai,11-11-2020,Moderate,103,,,,,,,,,,,,,,,,,,,
Delhi,11-11-2020,Very Poor,344,,,,,,,,,,,,,,,,,,,
Gurugram,11-11-2020,Poor,288,,,,,,,,,,,,,,,,,,,
Hyderabad,11-11-2020,Moderate,151,,,,,,,,,,,,,,,,,,,
Jaipur,11-11-2020,Poor,274,,,,,,,,,,,,,,,,,,,
Kanpur,11-11-2020,Very Poor,349,,,,,,,,,,,,,,,,,,,
Kolkata,11-11-2020,Satisfactory,100,,,,,,,,,,,,,,,,,,,
Lucknow,11-11-2020,Poor,278,,,,,,,,,,,,,,,,,,,
Ludhiana,11-11-2020,Poor,255,,,,,,,,,,,,,,,,,,,
Mumbai,11-11-2020,Moderate,177,,,,,,,,,,,,,,,,,,,
Nagpur,11-11-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-11-2020,Very Poor,309,,,,,,,,,,,,,,,,,,,
Patna,11-11-2020,Moderate,129,,,,,,,,,,,,,,,,,,,
Pune,11-11-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Siliguri,11-11-2020,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-11-2020,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Ujjain,11-11-2020,Poor,288,,,,,,,,,,,,,,,,,,,
Varanasi,11-11-2020,Moderate,133,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-11-2020,Good,44,,,,,,,,,,,,,,,,,,,
Agra,11-12-2020,Very Poor,309,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-12-2020,Poor,295,,,,,,,,,,,,,,,,,,,
Ajmer,11-12-2020,Poor,239,,,,,,,,,,,,,,,,,,,
Asanol,11-12-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-12-2020,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Chennai,11-12-2020,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Delhi,11-12-2020,Very Poor,314,,,,,,,,,,,,,,,,,,,
Gurugram,11-12-2020,Poor,293,,,,,,,,,,,,,,,,,,,
Hyderabad,11-12-2020,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Jaipur,11-12-2020,Poor,252,,,,,,,,,,,,,,,,,,,
Kanpur,11-12-2020,Poor,300,,,,,,,,,,,,,,,,,,,
Kolkata,11-12-2020,Moderate,104,,,,,,,,,,,,,,,,,,,
Lucknow,11-12-2020,Poor,269,,,,,,,,,,,,,,,,,,,
Ludhiana,11-12-2020,Poor,288,,,,,,,,,,,,,,,,,,,
Mumbai,11-12-2020,Moderate,167,,,,,,,,,,,,,,,,,,,
Nagpur,11-12-2020,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Noida,11-12-2020,Very Poor,305,,,,,,,,,,,,,,,,,,,
Patna,11-12-2020,Moderate,137,,,,,,,,,,,,,,,,,,,
Pune,11-12-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,11-12-2020,Moderate,115,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-12-2020,Moderate,105,,,,,,,,,,,,,,,,,,,
Ujjain,11-12-2020,Poor,260,,,,,,,,,,,,,,,,,,,
Varanasi,11-12-2020,Moderate,157,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-12-2020,Good,43,,,,,,,,,,,,,,,,,,,
Agra,11-13-2020,Poor,274,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-13-2020,Moderate,157,,,,,,,,,,,,,,,,,,,
Ajmer,11-13-2020,Moderate,188,,,,,,,,,,,,,,,,,,,
Asanol,11-13-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-13-2020,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Chennai,11-13-2020,Good,50,,,,,,,,,,,,,,,,,,,
Delhi,11-13-2020,Very Poor,339,,,,,,,,,,,,,,,,,,,
Gurugram,11-13-2020,Very Poor,324,,,,,,,,,,,,,,,,,,,
Hyderabad,11-13-2020,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Jaipur,11-13-2020,Poor,226,,,,,,,,,,,,,,,,,,,
Kanpur,11-13-2020,Poor,274,,,,,,,,,,,,,,,,,,,
Kolkata,11-13-2020,Moderate,115,,,,,,,,,,,,,,,,,,,
Lucknow,11-13-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Ludhiana,11-13-2020,Moderate,181,,,,,,,,,,,,,,,,,,,
Mumbai,11-13-2020,Moderate,165,,,,,,,,,,,,,,,,,,,
Nagpur,11-13-2020,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Noida,11-13-2020,Very Poor,337,,,,,,,,,,,,,,,,,,,
Patna,11-13-2020,Moderate,190,,,,,,,,,,,,,,,,,,,
Pune,11-13-2020,,,,,,,,,,,,,,,,,,,,,
Siliguri,11-13-2020,Moderate,144,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-13-2020,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ujjain,11-13-2020,Moderate,176,,,,,,,,,,,,,,,,,,,
Varanasi,11-13-2020,Poor,219,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-13-2020,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Agra,11-14-2020,Very Poor,319,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-14-2020,Moderate,152,,,,,,,,,,,,,,,,,,,
Ajmer,11-14-2020,Moderate,146,,,,,,,,,,,,,,,,,,,
Asanol,11-14-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-14-2020,Good,48,,,,,,,,,,,,,,,,,,,
Chennai,11-14-2020,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Delhi,11-14-2020,Severe,414,,,,,,,,,,,,,,,,,,,
Gurugram,11-14-2020,Very Poor,358,,,,,,,,,,,,,,,,,,,
Hyderabad,11-14-2020,Satisfactory,97,,,,,,,,,,,,,,,,,,,
Jaipur,11-14-2020,Poor,205,,,,,,,,,,,,,,,,,,,
Kanpur,11-14-2020,Poor,267,,,,,,,,,,,,,,,,,,,
Kolkata,11-14-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Lucknow,11-14-2020,Poor,264,,,,,,,,,,,,,,,,,,,
Ludhiana,11-14-2020,Poor,300,,,,,,,,,,,,,,,,,,,
Mumbai,11-14-2020,Moderate,131,,,,,,,,,,,,,,,,,,,
Nagpur,11-14-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-14-2020,Severe,425,,,,,,,,,,,,,,,,,,,
Patna,11-14-2020,Poor,215,,,,,,,,,,,,,,,,,,,
Pune,11-14-2020,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Siliguri,11-14-2020,Moderate,135,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-14-2020,Moderate,122,,,,,,,,,,,,,,,,,,,
Ujjain,11-14-2020,Moderate,166,,,,,,,,,,,,,,,,,,,
Varanasi,11-14-2020,Poor,261,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-14-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Agra,11-15-2020,Very Poor,347,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-15-2020,Poor,246,,,,,,,,,,,,,,,,,,,
Ajmer,11-15-2020,Moderate,177,,,,,,,,,,,,,,,,,,,
Asanol,11-15-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-15-2020,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Chennai,11-15-2020,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Delhi,11-15-2020,Severe,435,,,,,,,,,,,,,,,,,,,
Gurugram,11-15-2020,Severe,425,,,,,,,,,,,,,,,,,,,
Hyderabad,11-15-2020,Moderate,108,,,,,,,,,,,,,,,,,,,
Jaipur,11-15-2020,Moderate,200,,,,,,,,,,,,,,,,,,,
Kanpur,11-15-2020,Very Poor,344,,,,,,,,,,,,,,,,,,,
Kolkata,11-15-2020,Moderate,187,,,,,,,,,,,,,,,,,,,
Lucknow,11-15-2020,Very Poor,372,,,,,,,,,,,,,,,,,,,
Ludhiana,11-15-2020,Very Poor,345,,,,,,,,,,,,,,,,,,,
Mumbai,11-15-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Nagpur,11-15-2020,,,,,,,,,,,,,,,,,,,,,
Noida,11-15-2020,Severe,441,,,,,,,,,,,,,,,,,,,
Patna,11-15-2020,Poor,275,,,,,,,,,,,,,,,,,,,
Pune,11-15-2020,Moderate,195,,,,,,,,,,,,,,,,,,,
Siliguri,11-15-2020,Moderate,171,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-15-2020,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Ujjain,11-15-2020,Poor,258,,,,,,,,,,,,,,,,,,,
Varanasi,11-15-2020,Poor,294,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-15-2020,Moderate,126,,,,,,,,,,,,,,,,,,,
Agra,11-16-2020,Moderate,148,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-16-2020,Moderate,195,,,,,,,,,,,,,,,,,,,
Ajmer,11-16-2020,Moderate,113,,,,,,,,,,,,,,,,,,,
Asanol,11-16-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-16-2020,Good,42,,,,,,,,,,,,,,,,,,,
Chennai,11-16-2020,Good,40,,,,,,,,,,,,,,,,,,,
Delhi,11-16-2020,Poor,221,,,,,,,,,,,,,,,,,,,
Gurugram,11-16-2020,Poor,246,,,,,,,,,,,,,,,,,,,
Hyderabad,11-16-2020,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Jaipur,11-16-2020,Moderate,108,,,,,,,,,,,,,,,,,,,
Kanpur,11-16-2020,Moderate,177,,,,,,,,,,,,,,,,,,,
Kolkata,11-16-2020,Moderate,181,,,,,,,,,,,,,,,,,,,
Lucknow,11-16-2020,Poor,202,,,,,,,,,,,,,,,,,,,
Ludhiana,11-16-2020,Moderate,103,,,,,,,,,,,,,,,,,,,
Mumbai,11-16-2020,Moderate,143,,,,,,,,,,,,,,,,,,,
Nagpur,11-16-2020,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Noida,11-16-2020,Poor,243,,,,,,,,,,,,,,,,,,,
Patna,11-16-2020,Poor,251,,,,,,,,,,,,,,,,,,,
Pune,11-16-2020,Moderate,125,,,,,,,,,,,,,,,,,,,
Siliguri,11-16-2020,Moderate,131,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-16-2020,Good,49,,,,,,,,,,,,,,,,,,,
Ujjain,11-16-2020,Moderate,186,,,,,,,,,,,,,,,,,,,
Varanasi,11-16-2020,Poor,212,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-16-2020,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Agra,11-17-2020,Moderate,141,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-17-2020,Poor,213,,,,,,,,,,,,,,,,,,,
Ajmer,11-17-2020,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Asanol,11-17-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-17-2020,Good,43,,,,,,,,,,,,,,,,,,,
Chennai,11-17-2020,Good,43,,,,,,,,,,,,,,,,,,,
Delhi,11-17-2020,Moderate,171,,,,,,,,,,,,,,,,,,,
Gurugram,11-17-2020,Poor,204,,,,,,,,,,,,,,,,,,,
Hyderabad,11-17-2020,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Jaipur,11-17-2020,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Kanpur,11-17-2020,Moderate,125,,,,,,,,,,,,,,,,,,,
Kolkata,11-17-2020,Poor,222,,,,,,,,,,,,,,,,,,,
Lucknow,11-17-2020,Moderate,128,,,,,,,,,,,,,,,,,,,
Ludhiana,11-17-2020,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Mumbai,11-17-2020,Moderate,175,,,,,,,,,,,,,,,,,,,
Nagpur,11-17-2020,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Noida,11-17-2020,Moderate,178,,,,,,,,,,,,,,,,,,,
Patna,11-17-2020,Moderate,126,,,,,,,,,,,,,,,,,,,
Pune,11-17-2020,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Siliguri,11-17-2020,Moderate,135,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-17-2020,Good,48,,,,,,,,,,,,,,,,,,,
Ujjain,11-17-2020,Moderate,190,,,,,,,,,,,,,,,,,,,
Varanasi,11-17-2020,Moderate,151,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-17-2020,Moderate,117,,,,,,,,,,,,,,,,,,,
Agra,11-18-2020,Poor,218,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-18-2020,Moderate,170,,,,,,,,,,,,,,,,,,,
Ajmer,11-18-2020,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Asanol,11-18-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-18-2020,Good,46,,,,,,,,,,,,,,,,,,,
Chennai,11-18-2020,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Delhi,11-18-2020,Poor,211,,,,,,,,,,,,,,,,,,,
Gurugram,11-18-2020,Moderate,141,,,,,,,,,,,,,,,,,,,
Hyderabad,11-18-2020,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Jaipur,11-18-2020,Moderate,121,,,,,,,,,,,,,,,,,,,
Kanpur,11-18-2020,Moderate,165,,,,,,,,,,,,,,,,,,,
Kolkata,11-18-2020,Poor,266,,,,,,,,,,,,,,,,,,,
Lucknow,11-18-2020,Moderate,138,,,,,,,,,,,,,,,,,,,
Ludhiana,11-18-2020,Moderate,110,,,,,,,,,,,,,,,,,,,
Mumbai,11-18-2020,Moderate,167,,,,,,,,,,,,,,,,,,,
Nagpur,11-18-2020,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Noida,11-18-2020,Poor,207,,,,,,,,,,,,,,,,,,,
Patna,11-18-2020,Moderate,150,,,,,,,,,,,,,,,,,,,
Pune,11-18-2020,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Siliguri,11-18-2020,Moderate,178,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,11-18-2020,Good,43,,,,,,,,,,,,,,,,,,,
Ujjain,11-18-2020,Moderate,132,,,,,,,,,,,,,,,,,,,
Varanasi,11-18-2020,Poor,204,,,,,,,,,,,,,,,,,,,
Visakhapatnam,11-18-2020,Moderate,184,,,,,,,,,,,,,,,,,,,
Agra,11-19-2020,Poor,253,,,,,,,,,,,,,,,,,,,
Ahmedabad,11-19-2020,Moderate,152,,,,,,,,,,,,,,,,,,,
Ajmer,11-19-2020,Moderate,102,,,,,,,,,,,,,,,,,,,
Asanol,11-19-2020,,,,,,,,,,,,,,,,,,,,,
Bengaluru,11-19-2020,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Chennai,11-19-2020,Good,38,,,,,,,,,,,,,,,,,,,
Delhi,11-19-2020,Poor,283,,,,,,,,,,,,,,,,,,,
Gurugram,11-19-2020,Poor,253,,,,,,,,,,,,,,,,,,,
Hyderabad,11-19-2020,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Jaipur,11-19-2020,Moderate,125,,,,,,,,,,,,,,,,,,,
Kanpur,11-19-2020,Poor,260,,,,,,,,,,,,,,,,,,,
